구분,충전소ID(cs_id),충전소명(cs_name),우편번호(zcode),충전기명(cp_name),커넥터 ID(connector_id),충전시작일시(start_timestamp),충전종료일시(stop_timestamp),충전시간(charging_time),충전요금(합계) (charging_fee),hour,charging_type
624,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-28 01:25:00,2025-06-28 1:44,0:19:43,8199,1.0,급속
625,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-27 20:57:00,2025-06-27 21:18,0:21:16,7252,20.0,급속
626,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-27 19:10:00,2025-06-27 19:28,0:17:30,13703,19.0,급속
627,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-27 17:35:00,2025-06-27 18:28,0:52:42,24005,17.0,급속
628,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-27 14:09:00,2025-06-27 14:17,0:07:20,3490,14.0,급속
629,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-27 12:54:00,2025-06-27 13:11,0:16:48,10101,12.0,급속
630,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-27 07:31:00,2025-06-27 12:18,4:47:29,9917,7.0,완속
631,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-27 07:38:00,2025-06-27 11:56,4:17:51,7611,7.0,완속
632,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-27 10:42:00,2025-06-27 11:24,0:42:10,14004,10.0,급속
633,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-26 22:39:00,2025-06-26 23:32,0:52:06,22891,22.0,급속
634,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-26 18:57:00,2025-06-26 19:00,0:02:38,1204,18.0,급속
635,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-26 17:12:00,2025-06-26 17:12,0:00:02,0,17.0,완속
636,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-25 20:38:00,2025-06-26 15:08,18:29:57,20161,20.0,완속
637,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-26 13:04:00,2025-06-26 14:33,1:28:38,22981,13.0,급속
638,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-26 13:12:00,2025-06-26 14:10,0:57:20,15007,13.0,급속
639,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-26 08:37:00,2025-06-26 12:29,3:51:46,7995,8.0,완속
640,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-26 10:37:00,2025-06-26 11:04,0:27:03,12783,10.0,급속
641,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-25 19:57:00,2025-06-25 20:52,0:54:55,0,19.0,완속
642,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-25 19:51:00,2025-06-25 20:28,0:36:38,20587,19.0,급속
643,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-25 15:43:00,2025-06-25 16:08,0:24:46,10975,15.0,급속
644,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-25 08:22:00,2025-06-25 16:03,7:40:59,14925,8.0,완속
645,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-25 15:06:00,2025-06-25 15:43,0:37:36,10260,15.0,급속
646,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-25 11:35:00,2025-06-25 11:40,0:04:41,3400,11.0,급속
647,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-25 11:32:00,2025-06-25 11:32,0:00:05,0,11.0,급속
648,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-24 18:19:00,2025-06-25 10:28,16:09:00,20147,18.0,완속
649,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-25 09:29:00,2025-06-25 10:23,0:53:40,18276,9.0,급속
650,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-24 17:45:00,2025-06-25 6:58,13:13:19,9910,17.0,완속
651,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-24 16:17:00,2025-06-25 6:55,14:38:02,9686,16.0,완속
652,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-24 14:40:00,2025-06-24 15:18,0:37:49,20764,14.0,급속
653,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-24 12:48:00,2025-06-24 15:10,2:21:31,0,12.0,완속
654,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-24 13:29:00,2025-06-24 13:59,0:29:51,5954,13.0,급속
655,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-24 11:16:00,2025-06-24 11:35,0:18:46,2897,11.0,급속
656,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-24 09:00:00,2025-06-24 9:42,0:42:38,13290,9.0,급속
657,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-24 08:47:00,2025-06-24 9:01,0:14:14,6402,8.0,급속
658,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-23 17:58:00,2025-06-24 8:24,14:26:07,12132,17.0,완속
659,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-23 19:15:00,2025-06-23 19:55,0:40:06,20264,19.0,급속
660,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-23 16:58:00,2025-06-23 17:27,0:29:03,14709,16.0,급속
661,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-19 19:56:00,2025-06-23 13:58,90:01:55,13209,19.0,완속
662,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-23 12:45:00,2025-06-23 13:29,0:43:51,16243,12.0,급속
663,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-23 12:52:00,2025-06-23 13:21,0:28:39,12224,12.0,급속
664,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-23 12:38:00,2025-06-23 12:41,0:02:30,1113,12.0,급속
665,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-23 11:12:00,2025-06-23 11:17,0:05:25,2671,11.0,급속
666,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-23 10:56:00,2025-06-23 11:07,0:11:16,5496,10.0,급속
667,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-23 08:49:00,2025-06-23 8:55,0:05:54,2432,8.0,급속
668,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-22 14:44:00,2025-06-23 4:27,13:42:49,22856,14.0,완속
669,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-22 17:24:00,2025-06-22 17:59,0:34:30,16669,17.0,급속
670,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-21 19:36:00,2025-06-21 20:07,0:30:46,18540,19.0,급속
671,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-20 12:17:00,2025-06-20 15:03,2:46:00,6104,12.0,완속
672,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-20 12:54:00,2025-06-20 13:45,0:51:18,3921,12.0,급속
673,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-20 12:11:00,2025-06-20 12:32,0:21:36,5343,12.0,급속
674,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-20 12:12:00,2025-06-20 12:13,0:00:57,0,12.0,완속
675,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-20 07:40:00,2025-06-20 12:06,4:26:11,9813,7.0,완속
676,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-20 10:45:00,2025-06-20 11:58,1:13:07,12721,10.0,급속
677,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-20 07:39:00,2025-06-20 7:39,0:00:07,0,7.0,완속
678,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-20 07:38:00,2025-06-20 7:38,0:00:17,0,7.0,완속
679,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-20 07:38:00,2025-06-20 7:38,0:00:07,0,7.0,완속
680,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-19 20:56:00,2025-06-19 21:19,0:22:44,16319,20.0,급속
681,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-19 17:26:00,2025-06-19 17:30,0:04:02,137,17.0,완속
682,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-19 13:00:00,2025-06-19 17:30,4:30:09,4471,13.0,완속
683,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-19 15:13:00,2025-06-19 16:06,0:53:30,19157,15.0,급속
684,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-19 08:41:00,2025-06-19 12:00,3:19:14,6932,8.0,완속
685,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-18 14:42:00,2025-06-19 8:11,17:29:04,24990,14.0,완속
686,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-18 15:53:00,2025-06-18 16:57,1:04:27,26198,15.0,급속
687,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-18 11:28:00,2025-06-18 11:47,0:19:05,2661,11.0,급속
688,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-18 11:19:00,2025-06-18 11:42,0:22:36,4996,11.0,급속
689,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-18 11:08:00,2025-06-18 11:42,0:33:51,5187,11.0,급속
690,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-18 11:06:00,2025-06-18 11:25,0:19:04,5194,11.0,급속
691,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-18 11:16:00,2025-06-18 11:17,0:01:09,353,11.0,급속
692,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-18 11:10:00,2025-06-18 11:15,0:04:49,1884,11.0,급속
693,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-18 08:57:00,2025-06-18 10:27,1:30:03,3258,8.0,완속
694,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-18 10:23:00,2025-06-18 10:24,0:00:48,131,10.0,급속
695,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-18 10:11:00,2025-06-18 10:12,0:00:20,27,10.0,급속
696,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-18 10:10:00,2025-06-18 10:11,0:00:12,0,10.0,급속
697,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-17 10:58:00,2025-06-17 16:11,5:13:03,9971,10.0,완속
698,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-17 13:02:00,2025-06-17 13:42,0:40:19,11565,13.0,급속
699,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-16 12:11:00,2025-06-16 18:39,6:28:13,14305,12.0,완속
700,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-16 14:20:00,2025-06-16 14:51,0:30:52,6835,14.0,급속
701,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-16 12:50:00,2025-06-16 14:38,1:47:46,15059,12.0,급속
702,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-16 14:18:00,2025-06-16 14:32,0:14:14,3088,14.0,급속
703,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-16 09:20:00,2025-06-16 9:58,0:37:46,17461,9.0,급속
704,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-16 08:24:00,2025-06-16 8:28,0:04:28,152,8.0,완속
705,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-15 19:26:00,2025-06-15 21:01,1:35:11,29335,19.0,급속
706,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-15 16:12:00,2025-06-15 16:24,0:11:15,9153,16.0,급속
707,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-14 16:29:00,2025-06-14 16:45,0:16:53,5888,16.0,급속
708,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-13 15:43:00,2025-06-13 16:37,0:53:45,13800,15.0,급속
709,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-13 13:36:00,2025-06-13 14:04,0:28:55,6891,13.0,급속
710,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-12 20:30:00,2025-06-13 5:10,8:39:35,18744,20.0,완속
711,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-12 22:39:00,2025-06-13 3:40,5:00:36,10552,22.0,완속
712,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-12 18:27:00,2025-06-12 23:25,4:58:32,10633,18.0,완속
713,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-12 17:30:00,2025-06-12 18:14,0:44:26,21364,17.0,급속
714,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-12 17:02:00,2025-06-12 18:01,0:58:40,8053,17.0,급속
715,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-12 16:54:00,2025-06-12 17:59,1:05:19,12620,16.0,급속
716,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-12 13:01:00,2025-06-12 13:19,0:17:51,12897,13.0,급속
717,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-12 11:18:00,2025-06-12 11:26,0:08:25,3365,11.0,급속
718,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-12 09:02:00,2025-06-12 9:13,0:11:50,1648,9.0,급속
719,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-12 08:55:00,2025-06-12 8:59,0:04:02,624,8.0,급속
720,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-11 21:30:00,2025-06-12 4:56,7:26:22,15772,21.0,완속
721,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-11 22:26:00,2025-06-11 22:48,0:22:44,9379,22.0,급속
722,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-11 15:33:00,2025-06-11 21:43,6:09:53,12873,15.0,완속
723,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-11 16:39:00,2025-06-11 17:17,0:38:24,1358,16.0,완속
724,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-11 12:19:00,2025-06-11 14:04,1:45:10,10666,12.0,급속
725,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-11 11:01:00,2025-06-11 12:07,1:05:48,21802,11.0,급속
726,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-11 08:28:00,2025-06-11 11:32,3:04:30,6254,8.0,완속
727,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-11 10:00:00,2025-06-11 10:51,0:50:41,1829,10.0,완속
728,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-11 08:34:00,2025-06-11 10:12,1:38:14,3458,8.0,완속
729,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-10 18:05:00,2025-06-10 18:50,0:45:38,15903,18.0,급속
730,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-10 08:22:00,2025-06-10 15:53,7:30:20,16339,8.0,완속
731,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-10 13:03:00,2025-06-10 13:46,0:42:35,1406,13.0,완속
732,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-10 08:52:00,2025-06-10 11:31,2:39:14,5466,8.0,완속
733,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-10 08:48:00,2025-06-10 9:32,0:43:07,14001,8.0,급속
734,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-09 17:13:00,2025-06-10 3:02,9:49:29,21376,17.0,완속
735,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-09 16:42:00,2025-06-09 21:29,4:46:20,10208,16.0,완속
736,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-09 13:11:00,2025-06-09 17:16,4:05:18,8481,13.0,완속
737,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-09 13:00:00,2025-06-09 13:17,0:17:26,14299,13.0,급속
738,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-09 07:38:00,2025-06-09 12:03,4:25:07,9606,7.0,완속
739,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-09 08:51:00,2025-06-09 11:33,2:41:57,5653,8.0,완속
740,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-09 10:42:00,2025-06-09 11:26,0:44:10,16829,10.0,급속
741,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-09 10:39:00,2025-06-09 10:40,0:00:31,0,10.0,급속
742,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-09 07:29:00,2025-06-09 9:07,1:38:11,33218,7.0,급속
743,1,한전KDN 본사,58322,완속-007-01,1.0,2025-06-07 19:07:00,2025-06-08 4:15,9:08:31,19917,19.0,완속
744,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-07 14:27:00,2025-06-07 14:48,0:21:08,6884,14.0,급속
745,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-06 09:57:00,2025-06-06 10:04,0:07:12,2508,9.0,급속
746,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-05 08:20:00,2025-06-05 15:54,7:33:26,15933,8.0,완속
747,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-05 10:38:00,2025-06-05 11:18,0:39:10,9917,10.0,급속
748,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-02 15:40:00,2025-06-02 18:10,2:29:56,5575,15.0,완속
749,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-02 17:03:00,2025-06-02 18:01,0:57:24,17082,17.0,급속
750,1,한전KDN 본사,58322,완속-007-01,2.0,2025-06-02 08:34:00,2025-06-02 11:33,2:58:58,6165,8.0,완속
751,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-02 09:37:00,2025-06-02 10:37,0:59:51,26920,9.0,급속
752,1,한전KDN 본사,58322,급속-100-02,2.0,2025-06-02 07:35:00,2025-06-02 8:43,1:07:47,21302,7.0,급속
753,1,한전KDN 본사,58322,완속-007-01,5.0,2025-06-01 21:17:00,2025-06-02 3:54,6:36:44,14493,21.0,완속
754,1,한전KDN 본사,58322,급속-200-01,2.0,2025-06-01 17:52:00,2025-06-01 17:59,0:07:07,5565,17.0,급속
755,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-31 21:52:00,2025-06-01 6:41,8:48:21,19190,21.0,완속
756,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-31 17:28:00,2025-05-31 17:38,0:10:33,8130,17.0,급속
757,1,한전KDN 본사,58322,완속-007-01,3.0,2025-05-31 02:18:00,2025-05-31 6:22,4:04:21,8723,2.0,완속
758,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-30 13:43:00,2025-05-30 18:19,4:36:19,9816,13.0,완속
759,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-30 15:51:00,2025-05-30 16:17,0:26:04,10007,15.0,급속
760,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-30 15:25:00,2025-05-30 15:48,0:23:30,8470,15.0,급속
761,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-30 12:53:00,2025-05-30 13:53,1:00:07,18293,12.0,급속
762,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-30 10:10:00,2025-05-30 12:56,2:46:47,6033,10.0,완속
763,1,한전KDN 본사,58322,완속-007-01,3.0,2025-05-30 07:39:00,2025-05-30 12:04,4:24:02,9631,7.0,완속
764,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-30 08:45:00,2025-05-30 9:32,0:47:13,1691,8.0,완속
765,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-30 08:45:00,2025-05-30 8:55,0:10:04,7904,8.0,급속
766,1,한전KDN 본사,58322,완속-007-01,4.0,2025-05-29 08:28:00,2025-05-29 20:08,11:39:43,25152,8.0,완속
767,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-29 17:18:00,2025-05-29 20:01,2:43:28,5785,17.0,완속
768,1,한전KDN 본사,58322,완속-007-01,3.0,2025-05-29 16:52:00,2025-05-29 18:04,1:12:14,2672,16.0,완속
769,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-29 08:27:00,2025-05-29 11:58,3:31:24,7571,8.0,완속
770,1,한전KDN 본사,58322,급속-200-01,2.0,2025-05-29 08:46:00,2025-05-29 8:53,0:06:24,5080,8.0,급속
771,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-28 20:07:00,2025-05-29 1:47,5:40:07,12293,20.0,완속
772,1,한전KDN 본사,58322,완속-007-01,3.0,2025-05-28 22:27:00,2025-05-28 22:28,0:01:02,0,22.0,완속
773,1,한전KDN 본사,58322,완속-007-01,5.0,2025-05-28 08:14:00,2025-05-28 13:17,5:02:55,9792,8.0,완속
774,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-28 08:28:00,2025-05-28 9:04,0:36:29,9268,8.0,급속
775,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-27 15:41:00,2025-05-27 20:48,5:07:10,10791,15.0,완속
776,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-27 17:12:00,2025-05-27 19:02,1:50:50,3953,17.0,완속
777,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-27 16:39:00,2025-05-27 16:48,0:09:46,354,16.0,완속
778,1,한전KDN 본사,58322,완속-007-01,4.0,2025-05-27 14:16:00,2025-05-27 16:37,2:20:49,5083,14.0,완속
779,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-27 15:37:00,2025-05-27 15:39,0:01:40,54,15.0,완속
780,1,한전KDN 본사,58322,급속-100-02,1.0,2025-05-27 15:34:00,2025-05-27 15:35,0:01:08,364,15.0,급속
781,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-27 13:44:00,2025-05-27 14:42,0:57:31,22895,13.0,급속
782,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-27 12:26:00,2025-05-27 13:21,0:54:09,24560,12.0,급속
783,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-27 11:09:00,2025-05-27 11:10,0:00:53,27,11.0,완속
784,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-27 11:05:00,2025-05-27 11:06,0:00:59,31,11.0,완속
785,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-27 11:04:00,2025-05-27 11:04,0:00:02,0,11.0,완속
786,1,한전KDN 본사,58322,급속-100-02,1.0,2025-05-26 20:12:00,2025-05-26 20:48,0:35:27,10548,20.0,급속
787,1,한전KDN 본사,58322,급속-100-02,1.0,2025-05-26 18:21:00,2025-05-26 18:59,0:37:41,9278,18.0,급속
788,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-26 18:24:00,2025-05-26 18:57,0:33:16,9695,18.0,급속
789,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-26 16:05:00,2025-05-26 17:11,1:06:15,25185,16.0,급속
790,1,한전KDN 본사,58322,급속-200-01,2.0,2025-05-26 15:59:00,2025-05-26 16:26,0:27:04,10670,15.0,급속
791,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-26 16:05:00,2025-05-26 16:06,0:01:08,35,16.0,완속
792,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-26 16:02:00,2025-05-26 16:02,0:00:15,4,16.0,완속
793,1,한전KDN 본사,58322,완속-007-01,3.0,2025-05-26 15:24:00,2025-05-26 15:25,0:00:35,16,15.0,완속
794,1,한전KDN 본사,58322,급속-100-02,1.0,2025-05-26 13:07:00,2025-05-26 13:25,0:17:52,4542,13.0,급속
795,1,한전KDN 본사,58322,급속-100-02,1.0,2025-05-26 09:00:00,2025-05-26 9:12,0:11:53,2939,9.0,급속
796,1,한전KDN 본사,58322,급속-100-01,1.0,2025-05-25 14:22:00,2025-05-25 15:31,1:08:43,22860,14.0,급속
797,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-25 09:10:00,2025-05-25 9:45,0:35:02,13265,9.0,급속
798,1,한전KDN 본사,58322,완속-007-01,4.0,2025-05-24 08:45:00,2025-05-24 13:08,4:22:09,9198,8.0,완속
799,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-24 08:47:00,2025-05-24 9:15,0:27:46,1925,8.0,급속
800,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-23 16:30:00,2025-05-23 17:05,0:34:06,9094,16.0,급속
801,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-23 07:38:00,2025-05-23 12:46,5:08:12,11237,7.0,완속
802,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-22 18:12:00,2025-05-23 5:36,11:23:46,24912,18.0,완속
803,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-22 18:54:00,2025-05-22 19:50,0:56:42,15465,18.0,급속
804,1,한전KDN 본사,58322,급속-200-01,2.0,2025-05-22 13:36:00,2025-05-22 14:33,0:57:38,27260,13.0,급속
805,1,한전KDN 본사,58322,급속-100-01,2.0,2025-05-21 15:30:00,2025-05-21 15:40,0:09:45,4247,15.0,급속
806,1,한전KDN 본사,58322,급속-200-01,2.0,2025-05-21 11:24:00,2025-05-21 12:08,0:43:47,20195,11.0,급속
807,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-21 10:56:00,2025-05-21 11:43,0:47:41,7290,10.0,급속
808,1,한전KDN 본사,58322,급속-100-01,1.0,2025-05-21 11:01:00,2025-05-21 11:25,0:24:38,10392,11.0,급속
809,1,한전KDN 본사,58322,완속-007-01,5.0,2025-05-20 18:22:00,2025-05-21 0:20,5:58:18,12736,18.0,완속
810,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-20 14:43:00,2025-05-20 19:41,4:58:03,10532,14.0,완속
811,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-20 13:44:00,2025-05-20 14:41,0:56:56,26913,13.0,급속
812,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-20 14:37:00,2025-05-20 14:40,0:02:32,82,14.0,완속
813,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-20 14:21:00,2025-05-20 14:26,0:05:29,186,14.0,완속
814,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-20 14:16:00,2025-05-20 14:19,0:02:31,94,14.0,완속
815,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-20 14:10:00,2025-05-20 14:15,0:04:25,148,14.0,완속
816,1,한전KDN 본사,58322,완속-007-01,1.0,2025-05-20 14:01:00,2025-05-20 14:03,0:02:01,63,14.0,완속
817,1,한전KDN 본사,58322,완속-007-01,4.0,2025-05-20 10:53:00,2025-05-20 10:56,0:03:18,109,10.0,완속
818,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-20 10:40:00,2025-05-20 10:43,0:02:09,752,10.0,급속
819,1,한전KDN 본사,58322,완속-007-01,4.0,2025-05-20 10:06:00,2025-05-20 10:06,0:00:18,3,10.0,완속
820,1,한전KDN 본사,58322,완속-007-01,5.0,2025-05-19 08:26:00,2025-05-19 16:11,7:45:02,16705,8.0,완속
821,1,한전KDN 본사,58322,급속-200-01,2.0,2025-05-19 14:36:00,2025-05-19 15:01,0:24:55,11832,14.0,급속
822,1,한전KDN 본사,58322,급속-100-01,2.0,2025-05-19 13:50:00,2025-05-19 14:19,0:28:27,4889,13.0,급속
823,1,한전KDN 본사,58322,급속-100-02,1.0,2025-05-19 13:12:00,2025-05-19 14:10,0:57:45,14244,13.0,급속
824,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-19 07:45:00,2025-05-19 14:00,6:14:31,13447,7.0,완속
825,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-19 09:51:00,2025-05-19 11:09,1:18:08,22350,9.0,급속
826,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-19 09:49:00,2025-05-19 9:49,0:00:30,0,9.0,급속
827,1,한전KDN 본사,58322,급속-200-01,1.0,2025-05-18 15:51:00,2025-05-18 16:04,0:13:11,5350,15.0,급속
828,1,한전KDN 본사,58322,완속-007-01,2.0,2025-05-17 20:00:00,2025-05-18 4:29,8:28:31,18504,20.0,완속
829,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-17 21:53:00,2025-05-17 22:21,0:27:59,9119,21.0,급속
830,1,한전KDN 본사,58322,급속-100-02,2.0,2025-05-17 21:51:00,2025-05-17 21:52,0:00:30,0,21.0,급속
