soc_now,current_hour,current_month,outside_temperature,charging_type,target_soc,load_score,charging_load,charging_fee,charging_speed,recommended_delay_hour
50,23,6,-7,완속,91,0,1732.5766423357663,4524.6,4.638414975272287,0
71,15,5,9,완속,91,1,1583.302919708029,7393.829268292683,4.638414975272287,0
28,23,7,10,급속,78,0,4851.240875912409,5016.0,0.0,0
57,16,11,5,완속,87,2,1889.412408759124,8598.652173913044,4.638414975272287,3
54,12,12,8,완속,79,1,990.9343065693432,4772.685714285714,4.638414975272287,0
67,20,2,12,완속,96,2,2199.098540145985,11149.0,4.638414975272287,3
68,2,6,5,급속,65,0,1900.14598540146,9863.0,0.0,0
12,0,5,0,급속,76,0,3240.43795620438,7813.111111111111,0.0,0
43,21,8,27,완속,89,2,2069.4963503649637,6730.16,4.638414975272287,3
17,16,4,-5,급속,68,2,21504.3795620438,11396.470588235294,0.0,0
33,16,2,-3,완속,99,2,1889.412408759124,8598.652173913044,4.638414975272287,3
46,3,3,5,완속,68,0,177.32481751824818,0.0,4.638414975272287,0
30,1,6,36,급속,66,0,2484.6715328467158,9582.666666666666,0.0,2
35,14,8,3,완속,61,1,1269.0182481751824,5797.65625,4.638414975272287,0
21,16,1,23,완속,92,2,1889.412408759124,8598.652173913044,4.638414975272287,3
14,12,7,7,급속,76,1,21800.729927007294,12676.586206896553,0.0,0
75,14,3,2,급속,91,1,21480.14598540146,11760.470588235294,0.0,2
79,0,10,36,완속,72,0,680.1240875912408,6223.0,4.638414975272287,0
50,2,11,24,급속,61,0,1900.14598540146,9863.0,0.0,0
81,1,8,4,급속,69,0,2484.6715328467158,9582.666666666666,0.0,0
49,9,7,36,완속,86,1,764.0474452554745,6252.142857142857,4.638414975272287,0
65,19,1,32,완속,72,2,2503.956204379562,13791.07142857143,4.638414975272287,3
74,23,6,29,급속,98,0,4851.240875912409,5016.0,0.0,0
65,14,3,35,완속,92,1,1269.0182481751824,5797.65625,4.638414975272287,0
67,21,4,-5,급속,77,2,9896.496350364963,11003.153846153846,0.0,3
27,20,8,22,급속,80,2,12761.60583941606,13008.4375,0.0,3
15,13,11,-4,급속,83,1,21090.218978102188,12984.285714285714,0.0,0
18,8,5,-6,완속,73,1,656.007299270073,6261.8421052631575,4.638414975272287,0
15,17,6,-6,급속,67,2,20048.029197080294,10052.12,0.0,0
21,21,4,-6,완속,84,2,2069.4963503649637,6730.16,4.638414975272287,3
43,19,8,32,급속,80,2,15616.058394160584,13773.162162162162,0.0,7
30,23,2,-6,완속,66,0,1732.5766423357663,4524.6,4.638414975272287,0
60,14,5,24,완속,76,1,1269.0182481751824,5797.65625,4.638414975272287,0
64,15,5,8,완속,71,1,1583.302919708029,7393.829268292683,4.638414975272287,0
53,15,12,10,완속,78,1,1583.302919708029,7393.829268292683,4.638414975272287,0
55,14,6,35,급속,93,1,21480.14598540146,11760.470588235294,0.0,4
17,11,7,27,완속,74,1,971.543795620438,3664.714285714286,4.638414975272287,0
53,2,9,22,완속,60,0,332.7554744525547,8723.0,4.638414975272287,0
65,19,11,-3,완속,88,2,2503.956204379562,13791.07142857143,4.638414975272287,3
59,21,4,-1,급속,89,2,9896.496350364963,11003.153846153846,0.0,3
44,18,3,3,급속,82,2,17997.080291970804,11109.414634146342,0.0,5
85,1,11,18,급속,64,0,2484.6715328467158,9582.666666666666,0.0,0
50,19,8,35,완속,85,2,2503.956204379562,13791.07142857143,4.638414975272287,3
35,21,7,9,급속,71,2,9896.496350364963,11003.153846153846,0.0,3
46,13,12,24,완속,90,1,1061.036496350365,6093.153846153846,4.638414975272287,0
47,18,7,-10,완속,82,2,2701.284671532847,11538.945945945949,4.638414975272287,3
36,14,11,14,급속,79,1,21480.14598540146,11760.470588235294,0.0,2
17,13,1,23,급속,81,1,21090.218978102188,12984.285714285714,0.0,0
89,2,12,20,급속,91,0,1900.14598540146,9863.0,0.0,0
89,20,7,14,급속,64,2,12761.60583941606,13008.4375,0.0,3
82,1,3,6,급속,90,0,2484.6715328467158,9582.666666666666,0.0,0
56,14,1,25,급속,78,1,21480.14598540146,11760.470588235294,0.0,2
39,1,3,19,급속,69,0,2484.6715328467158,9582.666666666666,0.0,0
58,12,7,37,완속,87,1,990.9343065693432,4772.685714285714,4.638414975272287,0
52,16,11,2,완속,67,2,1889.412408759124,8598.652173913044,4.638414975272287,3
39,6,4,-1,급속,61,0,7192.846715328467,9158.0,0.0,0
38,14,8,7,완속,62,1,1269.0182481751824,5797.65625,4.638414975272287,0
25,17,9,11,완속,96,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
52,5,7,-5,완속,96,0,135.63138686131387,6856.0,4.638414975272287,0
85,16,7,28,완속,61,2,1889.412408759124,8598.652173913044,4.638414975272287,3
76,23,7,18,급속,61,0,4851.240875912409,5016.0,0.0,0
45,11,9,28,급속,88,1,20353.284671532845,7625.88679245283,0.0,2
19,17,5,-8,급속,97,2,20048.029197080294,10052.12,0.0,0
74,7,5,17,완속,88,0,392.536496350365,9388.360655737704,4.638414975272287,0
71,20,1,-10,완속,82,2,2199.098540145985,11149.0,4.638414975272287,3
51,0,7,35,완속,95,0,680.1240875912408,6223.0,4.638414975272287,0
32,3,8,-4,완속,65,0,177.32481751824818,0.0,4.638414975272287,0
40,17,7,30,완속,86,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
66,4,9,20,완속,90,0,126.97080291970804,0.0,4.638414975272287,0
59,10,1,11,완속,81,1,865.3175182481751,6055.105263157895,4.638414975272287,0
18,18,12,5,완속,85,2,2701.284671532847,11538.945945945949,4.638414975272287,0
46,6,4,9,급속,97,0,7192.846715328467,9158.0,0.0,0
41,22,6,14,완속,61,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
65,11,12,5,급속,84,1,20353.284671532845,7625.88679245283,0.0,2
19,6,10,28,급속,83,0,7192.846715328467,9158.0,0.0,0
48,8,5,33,완속,79,1,656.007299270073,6261.8421052631575,4.638414975272287,0
37,4,10,14,급속,72,0,2609.0510948905107,4826.0,0.0,0
25,4,2,-6,완속,70,0,126.97080291970804,0.0,4.638414975272287,0
82,4,8,21,완속,61,0,126.97080291970804,0.0,4.638414975272287,0
74,16,1,25,완속,63,2,1889.412408759124,8598.652173913044,4.638414975272287,3
23,11,9,9,완속,79,1,971.543795620438,3664.714285714286,4.638414975272287,0
52,4,10,-1,급속,77,0,2609.0510948905107,4826.0,0.0,0
44,1,1,28,완속,74,0,531.7189781021898,0.0,4.638414975272287,0
61,10,9,26,완속,92,1,865.3175182481751,6055.105263157895,4.638414975272287,0
47,21,6,32,급속,69,2,9896.496350364963,11003.153846153846,0.0,5
51,16,7,5,급속,93,2,21504.3795620438,11396.470588235294,0.0,5
85,19,10,29,완속,75,2,2503.956204379562,13791.07142857143,4.638414975272287,3
88,3,10,7,급속,81,0,1743.3576642335763,8935.75,0.0,0
51,21,1,29,급속,67,2,9896.496350364963,11003.153846153846,0.0,3
78,6,9,4,완속,89,0,228.67518248175185,21824.5,4.638414975272287,1
76,16,11,5,완속,95,2,1889.412408759124,8598.652173913044,4.638414975272287,3
89,22,6,-6,급속,90,0,7380.291970802919,14288.8,0.0,0
17,8,2,2,완속,72,1,656.007299270073,6261.8421052631575,4.638414975272287,0
78,10,5,16,급속,70,1,17989.48905109489,10217.520547945203,0.0,2
81,7,4,8,완속,97,0,392.536496350365,9388.360655737704,4.638414975272287,0
27,14,5,32,완속,69,1,1269.0182481751824,5797.65625,4.638414975272287,0
88,15,6,22,급속,90,1,21822.481751824816,11311.535714285714,0.0,2
64,20,12,29,완속,74,2,2199.098540145985,11149.0,4.638414975272287,3
28,21,10,5,급속,67,2,9896.496350364963,11003.153846153846,0.0,3
84,13,7,-2,급속,77,1,21090.218978102188,12984.285714285714,0.0,2
76,15,1,-1,급속,70,1,21822.481751824816,11311.535714285714,0.0,2
78,23,11,31,급속,98,0,4851.240875912409,5016.0,0.0,2
75,2,3,20,급속,90,0,1900.14598540146,9863.0,0.0,0
62,2,3,18,완속,67,0,332.7554744525547,8723.0,4.638414975272287,0
33,13,10,0,급속,78,1,21090.218978102188,12984.285714285714,0.0,2
73,5,10,11,급속,88,0,4160.14598540146,0.0,0.0,0
66,21,12,-7,급속,95,2,9896.496350364963,11003.153846153846,0.0,3
33,14,5,8,급속,81,1,21480.14598540146,11760.470588235294,0.0,2
68,7,10,9,급속,68,0,9891.970802919708,16625.809523809523,0.0,1
15,8,3,9,급속,82,1,13693.722627737228,11117.287671232876,0.0,0
10,10,12,23,완속,84,1,865.3175182481751,6055.105263157895,4.638414975272287,0
11,10,5,-2,급속,90,1,17989.48905109489,10217.520547945203,0.0,0
51,14,6,26,급속,72,1,21480.14598540146,11760.470588235294,0.0,2
20,19,2,-10,급속,70,2,15616.058394160584,13773.162162162162,0.0,5
51,11,1,17,급속,60,1,20353.284671532845,7625.88679245283,0.0,2
26,3,4,-3,급속,85,0,1743.3576642335763,8935.75,0.0,0
71,0,7,14,완속,75,0,680.1240875912408,6223.0,4.638414975272287,0
60,21,1,17,완속,87,2,2069.4963503649637,6730.16,4.638414975272287,3
28,5,7,22,급속,63,0,4160.14598540146,0.0,0.0,0
74,6,12,-8,완속,93,0,228.67518248175185,21824.5,4.638414975272287,1
39,21,6,12,급속,63,2,9896.496350364963,11003.153846153846,0.0,3
86,13,7,21,급속,91,1,21090.218978102188,12984.285714285714,0.0,2
78,14,6,26,완속,79,1,1269.0182481751824,5797.65625,4.638414975272287,0
70,6,3,15,완속,88,0,228.67518248175185,21824.5,4.638414975272287,1
15,2,9,34,급속,71,0,1900.14598540146,9863.0,0.0,0
35,5,8,-1,급속,78,0,4160.14598540146,0.0,0.0,0
62,22,8,0,급속,93,0,7380.291970802919,14288.8,0.0,0
79,15,3,22,급속,73,1,21822.481751824816,11311.535714285714,0.0,2
38,23,12,15,완속,90,0,1732.5766423357663,4524.6,4.638414975272287,0
36,10,1,9,급속,83,1,17989.48905109489,10217.520547945203,0.0,2
37,10,2,18,완속,98,1,865.3175182481751,6055.105263157895,4.638414975272287,0
42,5,4,11,급속,83,0,4160.14598540146,0.0,0.0,0
26,9,11,-8,급속,90,1,16308.61313868613,13502.534246575342,0.0,2
76,18,8,-8,완속,78,2,2701.284671532847,11538.945945945949,4.638414975272287,3
44,18,3,14,완속,79,2,2701.284671532847,11538.945945945949,4.638414975272287,3
44,21,1,-3,급속,66,2,9896.496350364963,11003.153846153846,0.0,3
81,7,2,0,급속,60,0,9891.970802919708,16625.809523809523,0.0,1
20,19,6,8,완속,69,2,2503.956204379562,13791.07142857143,4.638414975272287,3
39,19,1,-6,급속,66,2,15616.058394160584,13773.162162162162,0.0,5
86,10,2,-8,급속,83,1,17989.48905109489,10217.520547945203,0.0,2
52,14,6,16,완속,77,1,1269.0182481751824,5797.65625,4.638414975272287,0
51,4,4,12,완속,86,0,126.97080291970804,0.0,4.638414975272287,0
56,8,12,11,급속,79,1,13693.722627737228,11117.287671232876,0.0,0
83,9,12,1,완속,66,1,764.0474452554745,6252.142857142857,4.638414975272287,0
82,8,8,-5,완속,62,1,656.007299270073,6261.8421052631575,4.638414975272287,0
22,17,4,-5,급속,97,2,20048.029197080294,10052.12,0.0,5
35,0,11,-2,급속,82,0,3240.43795620438,7813.111111111111,0.0,0
54,2,12,-10,급속,78,0,1900.14598540146,9863.0,0.0,0
16,22,1,19,급속,74,0,7380.291970802919,14288.8,0.0,0
45,23,7,3,완속,80,0,1732.5766423357663,4524.6,4.638414975272287,0
44,12,6,7,완속,87,1,990.9343065693432,4772.685714285714,4.638414975272287,0
87,3,7,14,완속,84,0,177.32481751824818,0.0,4.638414975272287,0
54,2,3,22,완속,66,0,332.7554744525547,8723.0,4.638414975272287,0
34,4,1,11,급속,77,0,2609.0510948905107,4826.0,0.0,0
27,1,7,23,급속,70,0,2484.6715328467158,9582.666666666666,0.0,0
61,3,5,10,완속,82,0,177.32481751824818,0.0,4.638414975272287,0
13,9,11,30,완속,60,1,764.0474452554745,6252.142857142857,4.638414975272287,0
45,15,7,15,급속,86,1,21822.481751824816,11311.535714285714,0.0,2
58,0,2,14,급속,92,0,3240.43795620438,7813.111111111111,0.0,0
52,14,6,5,완속,73,1,1269.0182481751824,5797.65625,4.638414975272287,0
26,12,3,0,완속,87,1,990.9343065693432,4772.685714285714,4.638414975272287,0
33,10,3,5,완속,85,1,865.3175182481751,6055.105263157895,4.638414975272287,0
16,6,7,12,완속,96,0,228.67518248175185,21824.5,4.638414975272287,0
39,8,10,31,급속,77,1,13693.722627737228,11117.287671232876,0.0,2
33,8,8,23,완속,66,1,656.007299270073,6261.8421052631575,4.638414975272287,0
57,4,10,27,완속,91,0,126.97080291970804,0.0,4.638414975272287,0
43,9,6,19,급속,84,1,16308.61313868613,13502.534246575342,0.0,2
16,3,5,-7,급속,66,0,1743.3576642335763,8935.75,0.0,0
52,14,12,-9,완속,65,1,1269.0182481751824,5797.65625,4.638414975272287,0
47,9,8,11,완속,89,1,764.0474452554745,6252.142857142857,4.638414975272287,0
31,21,10,33,급속,92,2,9896.496350364963,11003.153846153846,0.0,5
45,0,12,-4,완속,71,0,680.1240875912408,6223.0,4.638414975272287,0
74,10,9,14,급속,63,1,17989.48905109489,10217.520547945203,0.0,2
64,23,6,-4,완속,77,0,1732.5766423357663,4524.6,4.638414975272287,0
20,1,11,12,완속,70,0,531.7189781021898,0.0,4.638414975272287,0
42,21,2,-3,완속,76,2,2069.4963503649637,6730.16,4.638414975272287,3
30,4,9,5,완속,97,0,126.97080291970804,0.0,4.638414975272287,0
60,12,2,6,완속,98,1,990.9343065693432,4772.685714285714,4.638414975272287,0
11,9,9,5,급속,79,1,16308.61313868613,13502.534246575342,0.0,0
59,5,6,25,완속,95,0,135.63138686131387,6856.0,4.638414975272287,0
56,6,2,34,급속,72,0,7192.846715328467,9158.0,0.0,2
41,0,8,16,급속,71,0,3240.43795620438,7813.111111111111,0.0,0
62,9,12,34,완속,79,1,764.0474452554745,6252.142857142857,4.638414975272287,0
47,6,11,37,완속,88,0,228.67518248175185,21824.5,4.638414975272287,1
50,14,9,35,완속,88,1,1269.0182481751824,5797.65625,4.638414975272287,0
38,11,11,-9,완속,79,1,971.543795620438,3664.714285714286,4.638414975272287,0
18,23,6,8,완속,89,0,1732.5766423357663,4524.6,4.638414975272287,0
68,20,2,32,급속,83,2,12761.60583941606,13008.4375,0.0,5
77,7,10,17,완속,78,0,392.536496350365,9388.360655737704,4.638414975272287,0
57,18,6,6,완속,64,2,2701.284671532847,11538.945945945949,4.638414975272287,3
13,18,1,0,급속,73,2,17997.080291970804,11109.414634146342,0.0,0
72,21,2,-10,완속,85,2,2069.4963503649637,6730.16,4.638414975272287,3
53,6,11,28,완속,75,0,228.67518248175185,21824.5,4.638414975272287,1
70,12,3,33,급속,98,1,21800.729927007294,12676.586206896553,0.0,4
41,2,9,34,완속,94,0,332.7554744525547,8723.0,4.638414975272287,0
85,15,1,-7,완속,64,1,1583.302919708029,7393.829268292683,4.638414975272287,0
25,7,2,36,완속,68,0,392.536496350365,9388.360655737704,4.638414975272287,0
37,4,2,24,급속,66,0,2609.0510948905107,4826.0,0.0,0
27,11,7,32,급속,82,1,20353.284671532845,7625.88679245283,0.0,4
56,20,9,18,완속,69,2,2199.098540145985,11149.0,4.638414975272287,3
42,11,12,34,급속,82,1,20353.284671532845,7625.88679245283,0.0,4
35,4,7,-9,완속,96,0,126.97080291970804,0.0,4.638414975272287,0
10,14,3,-2,급속,90,1,21480.14598540146,11760.470588235294,0.0,0
25,4,10,-6,완속,86,0,126.97080291970804,0.0,4.638414975272287,0
47,17,2,18,완속,68,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
40,21,4,7,완속,89,2,2069.4963503649637,6730.16,4.638414975272287,3
69,20,9,25,완속,60,2,2199.098540145985,11149.0,4.638414975272287,3
82,8,4,36,완속,97,1,656.007299270073,6261.8421052631575,4.638414975272287,0
61,10,5,-5,완속,73,1,865.3175182481751,6055.105263157895,4.638414975272287,0
20,20,12,28,완속,61,2,2199.098540145985,11149.0,4.638414975272287,3
86,4,10,-7,완속,84,0,126.97080291970804,0.0,4.638414975272287,0
84,15,7,31,완속,66,1,1583.302919708029,7393.829268292683,4.638414975272287,0
36,2,3,15,완속,67,0,332.7554744525547,8723.0,4.638414975272287,0
87,6,4,14,급속,67,0,7192.846715328467,9158.0,0.0,0
20,1,4,-5,급속,60,0,2484.6715328467158,9582.666666666666,0.0,0
45,2,4,9,완속,70,0,332.7554744525547,8723.0,4.638414975272287,0
64,20,5,-6,완속,76,2,2199.098540145985,11149.0,4.638414975272287,3
55,14,8,12,완속,86,1,1269.0182481751824,5797.65625,4.638414975272287,0
45,20,11,11,완속,77,2,2199.098540145985,11149.0,4.638414975272287,3
82,8,6,27,완속,72,1,656.007299270073,6261.8421052631575,4.638414975272287,0
71,9,1,13,완속,60,1,764.0474452554745,6252.142857142857,4.638414975272287,0
46,3,8,19,급속,60,0,1743.3576642335763,8935.75,0.0,0
59,7,1,0,급속,80,0,9891.970802919708,16625.809523809523,0.0,1
76,13,6,-8,완속,85,1,1061.036496350365,6093.153846153846,4.638414975272287,0
58,13,9,-2,완속,63,1,1061.036496350365,6093.153846153846,4.638414975272287,0
64,20,11,9,급속,90,2,12761.60583941606,13008.4375,0.0,3
31,0,11,-3,급속,68,0,3240.43795620438,7813.111111111111,0.0,0
79,8,8,-4,급속,86,1,13693.722627737228,11117.287671232876,0.0,0
42,13,7,36,급속,88,1,21090.218978102188,12984.285714285714,0.0,4
37,18,2,10,완속,64,2,2701.284671532847,11538.945945945949,4.638414975272287,3
72,4,3,1,급속,98,0,2609.0510948905107,4826.0,0.0,0
46,15,8,-5,급속,74,1,21822.481751824816,11311.535714285714,0.0,2
30,20,12,8,급속,60,2,12761.60583941606,13008.4375,0.0,3
32,20,1,16,급속,86,2,12761.60583941606,13008.4375,0.0,3
15,7,4,4,급속,68,0,9891.970802919708,16625.809523809523,0.0,0
85,13,12,3,급속,71,1,21090.218978102188,12984.285714285714,0.0,2
63,18,6,31,완속,60,2,2701.284671532847,11538.945945945949,4.638414975272287,3
82,7,1,35,급속,91,0,9891.970802919708,16625.809523809523,0.0,3
60,10,9,26,완속,74,1,865.3175182481751,6055.105263157895,4.638414975272287,0
40,1,8,-4,완속,95,0,531.7189781021898,0.0,4.638414975272287,0
45,22,7,-5,완속,95,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
26,7,4,4,급속,75,0,9891.970802919708,16625.809523809523,0.0,1
37,3,2,23,완속,70,0,177.32481751824818,0.0,4.638414975272287,0
74,5,1,21,급속,60,0,4160.14598540146,0.0,0.0,0
23,1,8,24,급속,64,0,2484.6715328467158,9582.666666666666,0.0,0
51,15,2,6,완속,75,1,1583.302919708029,7393.829268292683,4.638414975272287,0
39,5,9,-1,급속,89,0,4160.14598540146,0.0,0.0,0
42,6,1,34,완속,76,0,228.67518248175185,21824.5,4.638414975272287,1
79,16,11,7,완속,79,2,1889.412408759124,8598.652173913044,4.638414975272287,3
73,19,12,10,급속,67,2,15616.058394160584,13773.162162162162,0.0,5
53,4,2,3,완속,88,0,126.97080291970804,0.0,4.638414975272287,0
24,14,4,13,완속,64,1,1269.0182481751824,5797.65625,4.638414975272287,0
64,1,5,3,완속,66,0,531.7189781021898,0.0,4.638414975272287,0
16,21,1,-2,완속,73,2,2069.4963503649637,6730.16,4.638414975272287,0
24,21,6,20,완속,87,2,2069.4963503649637,6730.16,4.638414975272287,3
70,7,9,33,완속,72,0,392.536496350365,9388.360655737704,4.638414975272287,0
33,1,7,0,급속,91,0,2484.6715328467158,9582.666666666666,0.0,0
66,11,3,3,완속,62,1,971.543795620438,3664.714285714286,4.638414975272287,0
67,19,12,22,완속,60,2,2503.956204379562,13791.07142857143,4.638414975272287,3
34,1,11,35,완속,69,0,531.7189781021898,0.0,4.638414975272287,0
58,4,5,35,완속,92,0,126.97080291970804,0.0,4.638414975272287,0
20,8,10,24,급속,84,1,13693.722627737228,11117.287671232876,0.0,0
60,20,2,19,완속,72,2,2199.098540145985,11149.0,4.638414975272287,3
41,10,12,10,완속,85,1,865.3175182481751,6055.105263157895,4.638414975272287,0
61,5,4,0,완속,89,0,135.63138686131387,6856.0,4.638414975272287,0
49,8,4,-3,완속,66,1,656.007299270073,6261.8421052631575,4.638414975272287,0
55,12,2,23,완속,61,1,990.9343065693432,4772.685714285714,4.638414975272287,0
36,15,6,28,완속,97,1,1583.302919708029,7393.829268292683,4.638414975272287,0
19,16,4,20,급속,88,2,21504.3795620438,11396.470588235294,0.0,0
70,14,7,-3,급속,72,1,21480.14598540146,11760.470588235294,0.0,2
48,17,11,3,완속,82,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
33,4,5,-3,급속,99,0,2609.0510948905107,4826.0,0.0,0
30,22,8,27,급속,94,0,7380.291970802919,14288.8,0.0,0
65,10,12,17,완속,74,1,865.3175182481751,6055.105263157895,4.638414975272287,0
54,4,7,9,완속,78,0,126.97080291970804,0.0,4.638414975272287,0
55,2,11,19,급속,60,0,1900.14598540146,9863.0,0.0,0
77,11,12,-9,급속,69,1,20353.284671532845,7625.88679245283,0.0,2
57,15,5,30,완속,75,1,1583.302919708029,7393.829268292683,4.638414975272287,0
40,1,3,-2,급속,86,0,2484.6715328467158,9582.666666666666,0.0,0
76,0,6,31,급속,96,0,3240.43795620438,7813.111111111111,0.0,2
50,8,11,-7,완속,72,1,656.007299270073,6261.8421052631575,4.638414975272287,0
44,12,5,17,급속,69,1,21800.729927007294,12676.586206896553,0.0,2
87,21,8,20,완속,99,2,2069.4963503649637,6730.16,4.638414975272287,3
12,0,6,1,급속,68,0,3240.43795620438,7813.111111111111,0.0,0
32,7,12,35,완속,88,0,392.536496350365,9388.360655737704,4.638414975272287,0
56,6,9,-1,급속,73,0,7192.846715328467,9158.0,0.0,0
46,1,1,-3,완속,83,0,531.7189781021898,0.0,4.638414975272287,0
55,14,2,12,급속,88,1,21480.14598540146,11760.470588235294,0.0,2
74,7,5,19,급속,73,0,9891.970802919708,16625.809523809523,0.0,1
82,4,4,-5,급속,85,0,2609.0510948905107,4826.0,0.0,0
37,16,6,2,완속,87,2,1889.412408759124,8598.652173913044,4.638414975272287,3
40,8,4,0,급속,92,1,13693.722627737228,11117.287671232876,0.0,0
49,7,12,-5,급속,85,0,9891.970802919708,16625.809523809523,0.0,1
61,17,2,-6,완속,83,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
16,5,4,-2,급속,85,0,4160.14598540146,0.0,0.0,0
36,3,10,-6,완속,88,0,177.32481751824818,0.0,4.638414975272287,0
50,20,4,30,완속,70,2,2199.098540145985,11149.0,4.638414975272287,3
30,12,11,4,급속,93,1,21800.729927007294,12676.586206896553,0.0,2
13,9,7,26,완속,78,1,764.0474452554745,6252.142857142857,4.638414975272287,0
20,13,9,12,완속,69,1,1061.036496350365,6093.153846153846,4.638414975272287,0
25,21,6,33,급속,69,2,9896.496350364963,11003.153846153846,0.0,5
63,21,7,3,급속,68,2,9896.496350364963,11003.153846153846,0.0,3
49,21,12,9,완속,91,2,2069.4963503649637,6730.16,4.638414975272287,3
69,23,4,21,급속,82,0,4851.240875912409,5016.0,0.0,0
52,6,3,2,완속,87,0,228.67518248175185,21824.5,4.638414975272287,1
46,0,5,7,완속,82,0,680.1240875912408,6223.0,4.638414975272287,0
10,4,7,33,완속,72,0,126.97080291970804,0.0,4.638414975272287,0
79,18,11,-6,완속,91,2,2701.284671532847,11538.945945945949,4.638414975272287,3
48,21,4,36,급속,61,2,9896.496350364963,11003.153846153846,0.0,5
18,17,11,35,급속,61,2,20048.029197080294,10052.12,0.0,0
16,5,1,13,완속,94,0,135.63138686131387,6856.0,4.638414975272287,0
56,3,10,-2,완속,96,0,177.32481751824818,0.0,4.638414975272287,0
83,20,5,13,완속,78,2,2199.098540145985,11149.0,4.638414975272287,3
72,15,7,9,완속,92,1,1583.302919708029,7393.829268292683,4.638414975272287,0
15,13,1,28,완속,72,1,1061.036496350365,6093.153846153846,4.638414975272287,0
27,9,7,16,완속,97,1,764.0474452554745,6252.142857142857,4.638414975272287,0
56,7,2,19,급속,94,0,9891.970802919708,16625.809523809523,0.0,1
52,14,1,-4,완속,92,1,1269.0182481751824,5797.65625,4.638414975272287,0
13,5,12,-2,급속,97,0,4160.14598540146,0.0,0.0,0
39,5,8,6,급속,73,0,4160.14598540146,0.0,0.0,0
30,2,2,33,완속,70,0,332.7554744525547,8723.0,4.638414975272287,0
27,8,10,10,급속,61,1,13693.722627737228,11117.287671232876,0.0,0
27,0,1,25,완속,62,0,680.1240875912408,6223.0,4.638414975272287,0
58,23,9,15,완속,85,0,1732.5766423357663,4524.6,4.638414975272287,0
41,22,5,-8,완속,68,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
44,23,3,-10,급속,83,0,4851.240875912409,5016.0,0.0,0
80,5,9,1,완속,93,0,135.63138686131387,6856.0,4.638414975272287,0
68,16,7,-4,완속,66,2,1889.412408759124,8598.652173913044,4.638414975272287,3
74,1,3,37,급속,98,0,2484.6715328467158,9582.666666666666,0.0,2
49,21,4,10,완속,88,2,2069.4963503649637,6730.16,4.638414975272287,3
34,15,1,32,급속,75,1,21822.481751824816,11311.535714285714,0.0,4
42,15,10,33,완속,97,1,1583.302919708029,7393.829268292683,4.638414975272287,0
29,11,4,-9,급속,68,1,20353.284671532845,7625.88679245283,0.0,2
74,7,12,34,급속,61,0,9891.970802919708,16625.809523809523,0.0,3
15,16,4,-2,완속,99,2,1889.412408759124,8598.652173913044,4.638414975272287,0
21,14,8,8,완속,95,1,1269.0182481751824,5797.65625,4.638414975272287,0
19,0,6,29,완속,65,0,680.1240875912408,6223.0,4.638414975272287,0
80,16,1,29,급속,79,2,21504.3795620438,11396.470588235294,0.0,5
39,22,1,27,급속,82,0,7380.291970802919,14288.8,0.0,0
44,1,10,23,급속,90,0,2484.6715328467158,9582.666666666666,0.0,0
70,6,11,34,완속,93,0,228.67518248175185,21824.5,4.638414975272287,1
41,16,10,37,급속,68,2,21504.3795620438,11396.470588235294,0.0,7
52,13,4,33,급속,82,1,21090.218978102188,12984.285714285714,0.0,4
81,21,7,27,완속,94,2,2069.4963503649637,6730.16,4.638414975272287,3
15,13,7,22,급속,80,1,21090.218978102188,12984.285714285714,0.0,0
61,21,12,-10,급속,99,2,9896.496350364963,11003.153846153846,0.0,3
62,18,2,24,완속,65,2,2701.284671532847,11538.945945945949,4.638414975272287,3
42,13,4,0,급속,75,1,21090.218978102188,12984.285714285714,0.0,2
77,17,2,-7,급속,87,2,20048.029197080294,10052.12,0.0,5
88,15,11,-8,급속,77,1,21822.481751824816,11311.535714285714,0.0,2
89,11,7,14,급속,85,1,20353.284671532845,7625.88679245283,0.0,2
49,17,11,12,급속,94,2,20048.029197080294,10052.12,0.0,5
24,3,2,16,급속,73,0,1743.3576642335763,8935.75,0.0,0
72,14,7,29,급속,86,1,21480.14598540146,11760.470588235294,0.0,2
43,4,12,17,완속,66,0,126.97080291970804,0.0,4.638414975272287,0
86,1,1,-2,완속,85,0,531.7189781021898,0.0,4.638414975272287,0
41,23,6,1,급속,82,0,4851.240875912409,5016.0,0.0,0
33,18,2,-7,완속,79,2,2701.284671532847,11538.945945945949,4.638414975272287,3
67,0,5,-7,완속,98,0,680.1240875912408,6223.0,4.638414975272287,0
31,6,4,0,완속,68,0,228.67518248175185,21824.5,4.638414975272287,1
69,16,3,2,완속,93,2,1889.412408759124,8598.652173913044,4.638414975272287,3
35,0,7,22,급속,65,0,3240.43795620438,7813.111111111111,0.0,0
48,12,6,15,완속,86,1,990.9343065693432,4772.685714285714,4.638414975272287,0
73,21,6,13,완속,61,2,2069.4963503649637,6730.16,4.638414975272287,3
26,5,2,-8,급속,93,0,4160.14598540146,0.0,0.0,0
